Year;Id;Waste_Type;Waste treatment plants;Input to waste treatment plants;Wastes generated in the own local unit;Waste delivered from the domestic territory;Waste delivered from abroad
2019;EAV-200304-U;Septic tank sludge;4;3.6;;3.6;
2019;EAV-200306-U;Waste from sewage cleaning;126;82.3;0.2;82.1;
2019;EAV-200307-U;Bulky waste;516;2790.4;7.3;2759.9;23.2
2019;EAV-200399-U;Municipal wastes n.o.s.;36;35.5;0.0;35.5;
2019;EAV-990000-G;Hazardous wastes total;2881;27415.4;2558.9;22555.4;2301.1
2020;EAV-010102-U;Wastes from mineral non-metalliferous excavation;10;16825.0;16821.9;3.1;
2020;EAV-010306-U;Tailings (except 010304, 010305);7;3.1;;3.1;
2020;EAV-010308-U;Dusty and powdery wastes (except 010307);3;0.1;;0.1;
2020;EAV-010399-U;Processing of metalliferous minerals:Wastes n.o.s.;3;0.1;;0.1;
2020;EAV-010407-G;Wastes from phys.,chem. proc. of non-met. minerals;10;42.6;;41.8;0.7
2020;EAV-010408-U;Waste gravel and crushed rocks (except 010407);16;168.2;162.7;5.5;
2020;EAV-010409-U;Waste sand and clays;17;7.8;4.3;3.5;
2020;EAV-010410-U;Dusty and powdery wastes (except 010407);20;20.9;4.0;16.9;
2020;EAV-010411-U;Wastes from potash, rock salt proc.(except 010407);11;10454.2;10432.1;22.1;
2020;EAV-010413-U;Wastes from stone cutting and sawing (ex. 010407);37;38.5;32.4;6.1;
2020;EAV-010499-U;Proc. of non-metalliferous minerals: Wastes n.o.s.;3;0.0;0.0;0.0;
2020;EAV-010504-U;Freshwater drilling muds and wastes;35;53.4;0.1;53.3;
2020;EAV-010505-G;Oil-containing drilling muds and wastes;9;4.2;;4.2;
2020;EAV-010506-G;Drilling muds, wastes cont. hazardous substances;6;8.5;;8.5;
2020;EAV-010508-U;Chloride-cont. drilling muds (ex.010505,010506);11;22.9;;22.9;
2020;EAV-010599-U;Drillingmuds, other drilling wastes: Wastes n.o.s.;3;0.8;;0.8;
2020;EAV-020101-U;Agriculture etc: Sludges from washing and cleaning;6;0.5;;0.5;
2020;EAV-020102-U;Agriculture etc: Animal-tissue waste;16;46.2;;46.2;
2020;EAV-020103-U;Agriculture etc: Plant-tissue waste;275;706.7;68.8;635.0;3.0
2020;EAV-020104-U;Agriculture etc: Waste plastics (except packaging);64;31.6;0.4;29.0;2.2
2020;EAV-020106-U;Animal faeces, urine and manure, effluent;209;669.0;172.8;487.9;8.2
2020;EAV-020107-U;Wastes from forestry;60;236.9;6.7;230.2;0.0
2020;EAV-020108-G;Agrochemical waste containing hazardous substances;21;1.9;0.0;1.4;0.5
2020;EAV-020109-U;Agrochemical waste (except 020108);8;0.2;;0.1;0.1
2020;EAV-020110-U;Agriculture etc: Waste metal;16;1.3;;1.3;0.0
2020;EAV-020199-U;Agriculture etc: Wastes n.o.s.;17;1.7;;1.7;
2020;EAV-020201-U;Meat etc: Sludges from washing and cleaning;10;21.0;17.2;3.8;
2020;EAV-020202-U;Meat etc: Animal-tissue waste;21;104.8;1.9;97.5;5.4
2020;EAV-020203-U;Meat etc: Materials unsuitable for cons. or proc.;139;460.6;5.5;424.7;30.4
2020;EAV-020204-U;Meat etc: Sludges from on-site effluent treatment;194;867.7;39.2;823.1;5.4
2020;EAV-020299-U;Preparation of meat, fish etc: Wastes n.o.s.;25;91.9;0.0;81.5;10.4
2020;EAV-020301-U;Fruit etc: Sludges from washing, cleaning etc.;30;56.3;;56.3;
2020;EAV-020303-U;Fruit etc: Wastes from solvent extraction;5;1.0;;1.0;
2020;EAV-020304-U;Fruit etc: Materials unsuitable for cons. or proc.;226;415.3;93.2;316.3;5.8
2020;EAV-020305-U;Fruit etc: Sludges from on-site effluent treatment;32;26.0;0.1;25.9;
2020;EAV-020399-U;Preparation of fruit,vegetables etc: Wastes n.o.s.;27;87.3;38.1;41.4;7.8
2020;EAV-020402-U;Sugar proc.: Off-specification calcium carbonate;3;0.8;;0.8;
2020;EAV-020499-U;Sugar processing: Wastes n.o.s.;4;109.9;109.2;0.7;
2020;EAV-020501-U;Dairy prod.: Materials unsuitable for cons., proc.;50;51.2;0.5;50.7;0.1
2020;EAV-020502-U;Dairy prod.: Sludges from on-site effluent treatm.;35;52.1;;52.1;
2020;EAV-020599-U;Dairy products industry: Wastes n.o.s.;5;19.4;;19.4;
2020;EAV-020601-U;Baking,confect.: Materials unsuit. for cons.,proc.;91;317.1;4.0;278.1;35.1
2020;EAV-020603-U;Baking,confect.: Sludges from on-site effl.treatm.;7;6.0;;6.0;
2020;EAV-020701-U;Beverages: Wastes from washing of raw materials;5;1.6;;1.6;
2020;EAV-020702-U;Beverages: Wastes from spirits distillation;23;233.1;204.9;28.2;
2020;EAV-020704-U;Beverages: Materials unsuitable for cons. or proc.;61;67.4;;67.4;
2020;EAV-020705-U;Beverages: Sludges from on-site effluent treatment;12;5.3;;5.3;
2020;EAV-020799-U;Production of beverages: Wastes n.o.s.;15;3.5;0.1;3.4;
2020;EAV-030101-U;Wood processing etc: Waste bark and cork;30;362.0;276.6;85.4;
2020;EAV-030104-G;Sawdust, shavings, cuttings, wood, particle board;7;4.3;;0.7;3.6
2020;EAV-030105-U;Sawdust, shavings, cuttings, wood etc. (ex.030104);398;1871.1;1191.8;572.5;106.8
2020;EAV-030199-U;Wood processing etc: Wastes n.o.s.;4;60.1;60.1;0.0;
2020;EAV-030201-G;Non-halogenated organic wood preservatives;4;0.0;0.0;0.0;
2020;EAV-030205-G;Other wood preservatives cont. hazardous subst.;3;0.0;;0.0;0.0
2020;EAV-030301-U;Pulp, paper cardboard prod.: Waste bark and wood;26;303.0;176.5;126.5;
2020;EAV-030305-U;De-inking sludges from paper recycling;10;527.8;304.9;202.0;20.9
2020;EAV-030307-U;Mech. separated rejects fr. pulping of waste paper;90;820.2;174.8;635.7;9.7
2020;EAV-030308-U;Wastes from sorting of paper destined for recycl.;8;17.7;;17.7;
2020;EAV-030309-U;Lime mud waste;8;18.6;0.3;18.3;
2020;EAV-030310-U;Fibre rejects, fibre-, filler-, coating-sludges;65;1379.9;533.4;844.3;2.3
2020;EAV-030311-U;Sludges from on-site effluent treatment(ex.030310);33;79.4;38.6;40.8;
2020;EAV-030399-U;Pulp, paper, cardboard production: Wastes n.o.s.;14;20.8;11.6;8.3;0.9
2020;EAV-040106-U;Sludges from on-site effl. treatm. cont. chromium;11;96.5;82.5;13.9;
2020;EAV-040107-U;Sludges fr. on-site effl. treatm. free of chromium;5;3.4;;3.4;
2020;EAV-040108-U;Waste tanned leather containing chromium;11;3.9;0.4;2.4;1.0
2020;EAV-040199-U;Leather and fur industry: Wastes n.o.s.;5;0.3;;0.3;
2020;EAV-040209-U;Wastes from composite materials (elastomer etc.);36;20.0;;16.6;3.4
2020;EAV-040210-U;Organic matter from natural products (grease, wax);4;1.0;;1.0;
2020;EAV-040215-U;Wastes from finishing (except 040214);9;0.6;0.1;0.5;
2020;EAV-040216-G;Dyestuffs and pigments cont. hazardous substances;8;0.7;;0.1;0.6
2020;EAV-040217-U;Dyestuffs and pigments (except 040216);5;0.0;;0.0;
2020;EAV-040219-G;Textile ind.: Sludges from on-site effl. treatm.;3;0.0;0.0;0.0;
2020;EAV-040220-U;Sludges from on-site effluent treatm. (ex. 040219);12;1.1;;1.1;
2020;EAV-040221-U;Wastes from unprocessed textile fibres;12;8.3;0.8;2.2;5.3
2020;EAV-040222-U;Wastes from processed textile fibres;56;28.6;0.6;24.5;3.5
2020;EAV-040299-U;Textile industry: Wastes n.o.s.;5;3.4;;0.1;3.3
2020;EAV-050103-G;Petroleum refining: Tank bottom sludges;26;11.0;2.3;8.3;0.4
2020;EAV-050106-G;Petroleum ref.: Oily sludges from maint. operat.;25;12.8;1.4;11.4;0.0
2020;EAV-050108-G;Petroleum refining: Other tars;4;0.2;;0.2;
2020;EAV-050109-G;Petroleum ref.: Sludges from on-site effl. treatm.;12;8.2;4.4;3.1;0.7
2020;EAV-050110-U;Sludges from on-site effluent treatm. (ex. 050109);3;3.6;;3.6;
2020;EAV-050115-G;Petroleum refining: Spent filter clays;7;0.4;0.0;0.4;
2020;EAV-050116-U;Petroleum refining: Sulphur-containing wastes;5;0.2;;0.2;
2020;EAV-050117-U;Petroleum refining: Bitumen;4;0.1;;0.1;
2020;EAV-050603-G;Pyrolytic treatment of coal: Other tars;18;2.7;0.0;2.7;
2020;EAV-050699-U;Pyrolytic treatment of coal: Wastes n.o.s.;3;0.2;;0.2;
2020;EAV-050701-G;Natural gas purif.: Wastes containing mercury;4;0.2;;0.2;0.0
2020;EAV-050702-U;Natural gas purif.: Wastes containing sulphur;6;0.3;;0.2;0.0
2020;EAV-060101-G;Sulphuric acid and sulphurous acid;45;138.5;26.4;102.5;9.5
2020;EAV-060102-G;Hydrochloric acid;24;5.8;0.0;5.8;
2020;EAV-060103-G;Hydrofluoric acid;10;2.2;2.0;0.2;
2020;EAV-060104-G;Phosphoric and phosphorous acid;21;1.7;;1.6;0.1
2020;EAV-060105-G;Nitric acid and nitrous acid;18;0.9;0.0;0.8;
2020;EAV-060106-G;Other acids;54;12.0;0.3;11.4;0.2
2020;EAV-060199-U;Acids: Wastes n.o.s.;3;0.9;;0.9;
2020;EAV-060201-G;Calcium hydroxide;9;1.1;;1.0;0.1
2020;EAV-060203-G;Ammonium hydroxide;16;0.7;0.0;0.7;
2020;EAV-060204-G;Sodium and potassium hydroxide;31;11.0;0.0;10.3;0.7
2020;EAV-060205-G;Other bases;55;15.5;0.3;12.2;3.0
2020;EAV-060299-U;Bases: Wastes n.o.s.;5;1.2;;1.2;
2020;EAV-060311-G;Solid salts and solutions containing cyanides;7;0.4;;0.4;0.0
2020;EAV-060313-G;Solid salts and solutions containing heavy metals;51;12.0;6.6;4.9;0.5
2020;EAV-060314-U;Solid salts and solutions (except 060311, 060313);64;106.7;3.8;101.8;1.1
2020;EAV-060315-G;Metallicoxides containing heavy metals;26;3.9;0.3;3.5;0.2
2020;EAV-060316-U;Metallicoxides (except 060315);46;44.4;2.5;41.8;0.0
2020;EAV-060399-U;Salts a. solutions, metallic oxides: Wastes n.o.s.;5;0.6;;0.6;
2020;EAV-060403-G;Wastes containing arsenic;10;0.7;;0.4;0.3
2020;EAV-060404-G;Wastes containing mercury;27;2.5;0.0;2.0;0.4
2020;EAV-060405-G;Wastes containing other heavy metals;32;54.3;1.1;52.8;0.4
2020;EAV-060502-G;Sludges from on-site effluent treatment;50;56.5;1.4;43.7;11.4
2020;EAV-060503-U;Sludges from on-site effluent treatment(ex.060502);63;97.5;15.8;81.7;0.1
2020;EAV-060602-G;Wastes containing hazardous sulphides;10;0.4;0.0;0.4;0.0
2020;EAV-060799-U;Halogens: Wastes n.o.s.;4;1.1;;1.1;
2020;EAV-060802-G;Waste containing hazardous chlorosilanes;7;10.3;9.0;0.0;1.3
2020;EAV-060899-U;Silicon and silicon derivatives: Wastes n.o.s.;20;13.4;0.9;12.3;0.2
2020;EAV-060903-G;Calcium-based reaction wastes;3;0.2;;0.0;0.2
2020;EAV-061002-G;Nitrogen chemicals: Wastes cont. hazardous subst.;5;0.1;0.1;0.1;
2020;EAV-061101-U;Calcium-based reaction wastes fr. titanium dioxide;6;18.7;;18.6;0.1
2020;EAV-061199-U;Inorganic pigments and opacificiers: Wastes n.o.s.;5;0.9;;0.9;
2020;EAV-061301-G;Inorganic plant protection products etc.;9;0.1;0.0;0.1;0.0
2020;EAV-061302-G;Spent activated carbon (except 060702);32;4.4;0.0;4.2;0.2
2020;EAV-061303-U;Carbon black;11;1.8;;1.5;0.3
2020;EAV-061399-U;Inorganic chemical processes: Wastes n.o.s.;7;0.5;0.4;0.0;
2020;EAV-070101-G;Organic chem.: Aqueous washing liquids,mother liq.;62;80.4;27.9;50.0;2.5
2020;EAV-070103-G;Organic chem.: Organic halogenated solvents etc.;36;27.4;1.6;24.9;1.0
2020;EAV-070104-G;Organic chem.: Other organic solvents etc.;81;146.5;43.7;100.2;2.6
2020;EAV-070107-G;Organic chem.: Halogenated still bottoms etc.;30;107.5;61.4;30.8;15.3
2020;EAV-070108-G;Organic chem.: Other still bottoms,reaction resid.;75;146.1;45.1;76.3;24.6
2020;EAV-070109-G;Organic chem.: Halogenated filter cakes,spent abs.;12;0.8;0.0;0.6;0.2
2020;EAV-070110-G;Organic chem.: Other filter cakes,spent absorbents;29;22.3;0.1;21.2;1.0
2020;EAV-070111-G;Organic chem.: Sludges from on-site effl. treatm.;23;13.3;0.1;5.8;7.4
2020;EAV-070112-U;Sludges from on-site effl. treatm. (except 070111);18;7.9;0.0;7.9;
2020;EAV-070199-U;Organic chemicals: Wastes n.o.s.;41;19.4;0.0;18.7;0.7
2020;EAV-070201-G;Plastics: Aqueous washing liquids, mother liquors;47;18.8;0.3;17.6;0.9
2020;EAV-070203-G;Plastics: Organic halogenated solvents etc.;23;2.0;0.3;1.7;
2020;EAV-070204-G;Plastics: Other organic solvents,washing liq. etc.;55;30.2;5.8;22.3;2.2
2020;EAV-070207-G;Plastics: Halogenated still bottoms, react. resid.;24;6.8;1.8;3.4;1.6
2020;EAV-070208-G;Plastics: Other still bottoms, reaction residues;77;86.6;21.9;64.0;0.7
2020;EAV-070209-G;Plastics: Halogenated filter cakes, spent absorb.;5;0.2;;0.2;
2020;EAV-070210-G;Plastics: Other filter cakes and spent absorbents;29;5.8;1.2;4.6;
2020;EAV-070211-G;Plastics: Sludges from on-site effluent treatment;14;1.1;0.0;1.1;
2020;EAV-070212-U;Sludges from on-site effluent treatment(ex.070211);38;16.6;3.4;13.1;
2020;EAV-070213-U;Waste plastic;270;616.7;20.0;575.2;21.5
2020;EAV-070214-G;Plastics: Wastes from additives cont. haza. subst.;20;2.3;0.2;2.0;0.1
2020;EAV-070215-U;Wastes from additives (except 070214);24;1.7;0.2;1.5;0.0
2020;EAV-070216-G;Plastics: Waste containing hazardous silicones;7;1.4;1.1;0.3;
2020;EAV-070217-U;Waste containing silicones (except 070216);5;0.5;0.2;0.4;
2020;EAV-070299-U;Plastics, synthetic rubber, fibres: Wastes n.o.s.;50;41.3;6.6;30.1;4.6
2020;EAV-070301-G;Organic dyes: Aqueous washing liquids, mother liq.;19;2.7;0.0;2.1;0.6
2020;EAV-070303-G;Organic dyes: Organic halogenated solvents etc.;12;0.9;0.0;0.9;
2020;EAV-070304-G;Organic dyes: Other organic solvents etc.;43;24.0;0.4;22.1;1.4
2020;EAV-070307-G;Organic dyes: Halogenated still bottoms etc.;11;1.2;0.7;0.5;
2020;EAV-070308-G;Organic dyes: Other still bottoms, reaction resid.;15;5.5;0.0;5.5;
2020;EAV-070309-G;Organic dyes: Halogenated filter cakes, spent abs.;5;0.1;0.0;0.1;
2020;EAV-070310-G;Organic dyes: Other filter cakes, spent absorbents;7;0.4;0.0;0.4;
2020;EAV-070312-U;Sludges from on-site effluent treatment(ex.070311);5;0.3;0.0;0.3;
2020;EAV-070399-U;Organic dyes and pigments: Wastes n.o.s.;4;0.2;;0.2;0.0
2020;EAV-070401-G;Org.plant prot.: Aqueous washing liquids etc.;27;25.5;4.7;19.4;1.4
2020;EAV-070403-G;Org.plant prot.: Organic halogenated solvents etc.;16;81.3;13.0;68.1;0.2
2020;EAV-070404-G;Org.plant prot.: Other organic solvents etc.;21;25.9;9.2;16.3;0.4
2020;EAV-070407-G;Org.plant prot.: Halogenated still bottoms etc.;12;27.6;3.1;24.5;
2020;EAV-070408-G;Org.plant prot.: Other still bottoms, react.resid.;13;6.4;0.4;5.8;0.2
2020;EAV-070409-G;Org.plant prot.: Halogenated filter cakes etc.;6;0.2;0.0;0.2;
2020;EAV-070410-G;Org.plant prot.: Other filter cakes, spent absorb.;7;0.8;0.0;0.7;
2020;EAV-070411-G;Org.plant prot.: Sludges from on-site effl.treatm.;6;0.3;0.0;0.2;
2020;EAV-070413-G;Org.plant prot.: Solid wastes cont. haza. subst.;12;1.5;0.2;1.3;0.0
2020;EAV-070499-U;Organic plant protection etc: Wastes n.o.s.;6;3.0;;0.2;2.8
2020;EAV-070501-G;Pharmaceuticals: Aqueous washing liquids etc.;32;40.4;8.6;27.0;4.9
2020;EAV-070503-G;Pharmaceuticals: Organic halogenated solvents etc.;26;40.8;24.0;10.6;6.2
2020;EAV-070504-G;Pharmaceuticals: Other organic solvents etc.;40;93.0;16.3;70.3;6.5
2020;EAV-070507-G;Pharmaceuticals: Halogenated still bottoms etc.;10;1.6;0.2;1.3;0.1
2020;EAV-070508-G;Pharmaceuticals: Other still bottoms, react.resid.;18;6.7;0.0;6.6;0.1
2020;EAV-070509-G;Pharmaceuticals: Halogenated filter cakes etc.;7;0.6;0.3;0.1;0.2
2020;EAV-070510-G;Pharmaceuticals: Other filter cakes, spent absorb.;13;1.7;0.1;1.5;0.1
2020;EAV-070511-G;Pharmaceuticals: Sludges from on-site effl.treatm.;3;0.3;;0.2;0.1
2020;EAV-070512-U;Sludges from on-site effluent treatment(ex.070511);3;1.7;;0.5;1.2
2020;EAV-070513-G;Pharmaceuticals: Solid wastes cont.haza.substances;16;2.6;;1.4;1.2
2020;EAV-070514-U;Solid wastes (except 070513);31;11.3;;11.3;
2020;EAV-070599-U;Pharmaceuticals: Wastes n.o.s.;46;25.1;13.3;11.8;0.1
2020;EAV-070601-G;Fats,soaps: Aqueous washing liquids,mother liquors;55;23.7;0.1;22.6;0.9
2020;EAV-070603-G;Fats,soaps: Organic halogenated solvents etc.;12;0.4;0.0;0.4;
2020;EAV-070604-G;Fats,soaps: Other organic solvents etc.;40;7.6;1.1;6.5;0.0
2020;EAV-070607-G;Fats,soaps: Halogenated still bottoms,react.resid.;4;0.1;;0.1;
2020;EAV-070608-G;Fats,soaps: Other still bottoms, reaction residues;44;41.0;3.1;37.5;0.5
2020;EAV-070609-G;Fats,soaps: Halogenated filter cakes,spent absorb.;3;0.3;;0.3;
2020;EAV-070610-G;Fats,soaps: Other filter cakes, spent absorbents;18;1.4;0.0;1.4;
2020;EAV-070611-G;Fats,soaps: Sludges from on-site effluent treatm.;9;1.7;;1.7;
2020;EAV-070612-U;Sludges from on-site effluent treatment(ex.070611);22;12.8;0.4;12.3;
2020;EAV-070699-U;Fats, soaps, grease, detergents etc: Wastes n.o.s.;65;29.3;0.0;27.9;1.4
2020;EAV-070701-G;Fine chem.: Aqueous washing liquids,mother liquors;55;79.3;17.2;60.1;2.1
2020;EAV-070703-G;Fine chem.: Organic halogenated solvents etc.;28;23.2;9.3;13.5;0.4
2020;EAV-070704-G;Fine chem.: Other organic solvents etc.;46;47.5;10.5;36.7;0.3
2020;EAV-070707-G;Fine chem.: Halogenated still bottoms,react.resid.;17;23.6;13.7;9.7;0.2
2020;EAV-070708-G;Fine chem.: Other still bottoms, reaction residues;42;90.5;58.6;30.6;1.3
2020;EAV-070709-G;Fine chem.: Halogenated filter cakes,spent absorb.;15;0.7;0.0;0.7;0.0
2020;EAV-070710-G;Fine chem.: Other filter cakes, spent absorbents;22;2.7;0.4;2.4;
2020;EAV-070711-G;Fine chem.: Sludges from on-site effluent treatm.;16;2.8;0.6;2.2;
2020;EAV-070712-U;Sludges from on-site effluent treatment(ex.070711);10;1.2;0.1;1.0;
2020;EAV-070799-U;Fine chemicals: Wastes n.o.s.;7;0.9;;0.9;
2020;EAV-080111-G;Waste paint, varnish containing organic solvents;84;46.2;3.8;35.5;6.8
2020;EAV-080112-U;Waste paint and varnish (except 080111);115;30.2;0.0;29.8;0.3
2020;EAV-080113-G;Sludges from paint and varnish cont. org. solvents;52;22.6;0.7;21.4;0.5
2020;EAV-080114-U;Sludges from paint and varnish (except 080113);18;4.7;;4.7;
2020;EAV-080115-G;Paint,varnish: Aqueous sludges cont. paint etc.;37;16.9;3.3;13.5;
2020;EAV-080116-U;Aqueous sludges cont. paint or varnish (ex.080115);70;40.0;0.6;39.4;
2020;EAV-080117-G;Wastes from paint or varnish removal cont.org.sol.;55;18.3;0.1;18.0;0.2
2020;EAV-080118-U;Wastes from paint or varnish removal (ex. 080117);24;3.0;;3.0;
2020;EAV-080119-G;Aqueous suspensions cont. paint or varnish;29;10.9;0.2;10.5;0.2
2020;EAV-080120-U;Aqueous suspensions cont. paint,varnish(ex.080119);42;10.5;0.2;10.3;
2020;EAV-080121-G;Waste paint or varnish remover;9;0.4;0.0;0.4;0.0
2020;EAV-080199-U;Paint, varnish: Wastes n.o.s.;4;0.0;;0.0;
2020;EAV-080201-U;Waste coating powders;34;2.8;0.0;2.8;0.0
2020;EAV-080202-U;Aqueous sludges containing ceramic materials;19;1.1;;1.1;
2020;EAV-080203-U;Aqueous suspensions containing ceramic materials;8;0.7;;0.7;
2020;EAV-080307-U;Aqueous sludges containing ink;6;0.3;;0.3;0.0
2020;EAV-080308-U;Aqueous liquid waste containing ink;27;8.0;;8.0;
2020;EAV-080312-G;Waste ink containing hazardous substances;27;3.4;0.2;3.3;0.0
2020;EAV-080313-U;Waste ink (except 080312);34;2.0;0.1;1.9;
2020;EAV-080314-G;Ink sludges containing hazardous substances;19;2.1;0.0;2.1;
2020;EAV-080315-U;Ink sludges (except 080314);10;0.6;;0.6;0.0
2020;EAV-080317-G;Waste printing toner cont. hazardous substances;7;0.0;;0.0;
2020;EAV-080318-U;Waste printing toner (except 080317);38;1.8;0.0;0.5;1.2
2020;EAV-080409-G;Waste adhesives and sealants cont.organic solvents;54;18.2;0.4;15.6;2.1
2020;EAV-080410-U;Waste adhesives and sealants (except 080409);64;10.1;1.0;9.0;0.2
2020;EAV-080411-G;Adhesive and sealant sludges cont.organic solvents;4;0.1;;0.1;
2020;EAV-080412-U;Adhesive and sealant sludges (except 080411);7;0.8;0.0;0.8;
2020;EAV-080413-G;Adhesives,sealants: Aqueous sludges cont.adhesives;8;0.4;0.0;0.3;
2020;EAV-080414-U;Aqueous sludges cont.adhesives,sealants(ex.080413);27;5.0;0.1;4.9;
2020;EAV-080415-G;Adhesives,sealants: Aqueous liquid waste cont.adh.;8;0.6;0.0;0.4;0.2
2020;EAV-080416-U;Aqueous liquid waste cont.adh.,sealants(ex.080415);25;17.3;12.5;4.8;
2020;EAV-080501-G;Waste isocyanates;17;1.9;0.1;1.0;0.9
2020;EAV-090101-G;Water-based developer and activator solutions;26;1.1;0.0;0.9;0.2
2020;EAV-090102-G;Water-based offset plate developer solutions;23;3.3;0.0;3.1;0.1
2020;EAV-090103-G;Solvent-based developer solutions;3;0.0;;0.0;
2020;EAV-090104-G;Fixer solutions;22;1.4;0.0;1.3;0.2
2020;EAV-090105-G;Bleach solutions and bleach fixer solutions;8;1.2;;0.9;0.3
2020;EAV-090107-U;Photographic film and paper containing silver;8;2.6;;2.0;0.5
2020;EAV-090108-U;Photographic film and paper free of silver;19;0.3;0.0;0.3;
2020;EAV-100101-U;Bottom ash, slag and boiler dust (ex. 100104);207;3063.6;2507.5;556.2;
2020;EAV-100102-U;Coal fly ash;44;1504.5;48.2;1456.3;0.0
2020;EAV-100103-U;Fly ash from peat and untreated wood;43;42.7;;40.7;2.0
2020;EAV-100104-G;Oil fly ash and boiler dust;14;4.3;0.4;3.4;0.4
2020;EAV-100105-U;Calcium-b.react.wastes fr.flue-gas desulph.,solid;42;540.6;139.1;379.6;21.8
2020;EAV-100107-U;Calcium-b.react.wastes fr.flue-gas desulph.,sludge;12;9.6;0.1;9.5;
2020;EAV-100114-G;Bottom ash,slag,boiler dust from co-incineration;33;51.8;;47.7;4.1
2020;EAV-100115-U;Bottom ash,slag,boiler dust fr. co-inc.(ex.100114);49;602.7;18.3;581.3;3.1
2020;EAV-100116-G;Fly ash from co-incineration;22;24.6;;24.4;0.3
2020;EAV-100117-U;Fly ash from co-incineration (except 100116);40;2023.9;210.2;1807.9;5.8
2020;EAV-100118-G;Wastes from gas cleaning cont. hazardous subst.;51;59.7;0.1;53.6;6.0
2020;EAV-100119-U;Wastes from gas cleaning (ex.100105,100107,100118);26;8.4;;6.6;1.7
2020;EAV-100120-G;Power stations: Sludges from on-site effl. treatm.;11;2.2;0.0;2.2;
2020;EAV-100121-U;Sludges from on-site effluent treatment(ex.100120);13;4.0;0.1;3.9;
2020;EAV-100122-G;Power stations: Aqueous sludges from boiler clean.;9;2.4;1.1;1.3;
2020;EAV-100123-U;Aqueous sludges from boiler cleansing (ex. 100122);5;0.5;;0.5;
2020;EAV-100124-U;Power stations: Sands from fluidised beds;7;6.5;;6.5;
2020;EAV-100125-U;Wastes fr. fuel storage, prep.coal-fired power pl.;5;5.4;;5.4;
2020;EAV-100126-U;Wastes from cooling-water treatment;4;2.6;0.6;2.1;
2020;EAV-100199-U;Power stations, combustion plants: Wastes n.o.s.;5;4.1;4.1;0.1;
2020;EAV-100201-U;Iron,steel: Wastes from the processing of slag;26;514.8;263.6;215.9;35.3
2020;EAV-100202-U;Iron,steel: Unprocessed slag;71;1298.8;671.4;627.1;0.3
2020;EAV-100207-G;Iron,steel: Solid wastes from gas treatment;42;469.6;0.2;292.5;177.0
2020;EAV-100208-U;Solid wastes from gas treatment (except 100207);33;194.9;45.2;149.7;
2020;EAV-100210-U;Iron,steel: Mill scales;43;341.1;18.7;300.3;22.1
2020;EAV-100211-G;Iron,steel: Wastes fr.cooling-water treat.cont.oil;5;7.2;;4.4;2.8
2020;EAV-100213-G;Iron,steel: Sludges, filter cakes from gas treatm.;9;109.9;55.2;50.1;4.6
2020;EAV-100214-U;Sludges, filter cakes from gas treatm. (ex.100213);5;123.3;108.8;6.5;8.1
2020;EAV-100215-U;Iron,steel: Other sludges and filter cakes;18;120.0;6.4;113.5;
2020;EAV-100299-U;Iron and steel industry: Wastes n.o.s.;9;25.0;1.7;16.8;6.5
2020;EAV-100302-U;Aluminium: Anode scraps;3;29.6;;0.1;29.6
2020;EAV-100305-U;Aluminium: Waste alumina;9;3.4;;3.1;0.3
2020;EAV-100308-G;Aluminium: Salt slags from secondary production;5;370.8;28.3;248.5;94.0
2020;EAV-100315-G;Aluminium: Skimmings that are flammable etc.;6;43.9;24.1;13.9;5.9
2020;EAV-100316-U;Skimmings (except 100315);6;163.1;;109.4;53.7
2020;EAV-100317-G;Aluminium: Tar-containing wastes from anode manuf.;5;0.3;;0.3;
2020;EAV-100318-U;Carbon-cont. wastes from anode manuf. (ex. 100317);3;0.0;;0.0;
2020;EAV-100319-G;Aluminium: Flue-gas dust cont. hazardous subst.;9;4.0;0.0;2.7;1.3
2020;EAV-100321-G;Aluminium: Other particulates and dust;7;2.4;0.3;2.1;
2020;EAV-100322-U;Other particulates and dust (except 100321);5;1.9;0.0;1.9;
2020;EAV-100323-G;Aluminium: Solid wastes from gas treatment;15;17.7;;17.7;
2020;EAV-100324-U;Solid wastes from gas treatment (except 100323);3;1.3;;1.3;
2020;EAV-100399-U;Aluminium thermal metallurgy: Wastes n.o.s.;4;18.9;17.3;1.6;0.0
2020;EAV-100401-G;Lead: Slags from primary and secondary production;16;193.5;12.8;180.7;
2020;EAV-100402-G;Lead: Dross, skimmings from primary,secon. prod.;12;6.8;0.1;6.7;
2020;EAV-100405-G;Lead: Other particulates and dust;6;9.8;3.3;5.9;0.7
2020;EAV-100406-G;Lead: Solid wastes from gas treatment;3;0.8;0.6;0.2;
2020;EAV-100407-G;Lead: Sludges and filter cakes from gas treatment;4;0.6;;0.6;
2020;EAV-100501-U;Zinc: Slags from primary and secondary production;14;177.1;;177.1;0.0
2020;EAV-100503-G;Zinc: Flue-gas dust;4;0.2;;0.2;
2020;EAV-100504-U;Zinc: Other particulates and dust;5;0.5;;0.5;0.0
2020;EAV-100601-U;Copper: Slags from primary a. secondary production;12;94.1;5.2;67.8;21.2
2020;EAV-100602-U;Copper: Dross, skimmings from primary,secon. prod.;4;14.8;0.2;8.6;6.0
2020;EAV-100603-G;Copper: Flue-gas dust;5;2.5;0.0;1.0;1.4
